"","UNIQUE_ID","High_Performer","Protected_Group","Retained","scale","bio_scale","SJ1.score","SJ2.score","SJ3.score","SJ4.score","SJ5.score","SJ6.score","SJ7.score","SJ8.score","SJ9.score","latency","PScale1","PScale2","PScale3","PScale4","PScale5","PScale6","PScale7","PScale8","PScale9","PScale10","PScale11","PScale12","PScale13"
"7369",245135775,0,0,0,-5.12463135315761,0.062484255876259,0.088268947151857,-0.00732295582083226,0.019915664942267,-0.0782702222235596,0.0195283973148153,0.0308841431621186,0.00347663852804739,-0.0730077558028678,-0.0576981988450397,39.4444444444444,2,2.75,2.75,2,3,2.66666666666667,2.25,2.5,1.75,1.75,2.25,2,2.2
"7371",245189559,0,0,1,-0.0331557582650954,0.0806513356929331,-0.143742027347242,-0.0295278093050692,0.019915664942267,-0.106599064831381,0.0195283973148153,0.0697295574471017,0.00347663852804739,0.0770531466804187,0.135627171835627,24.7777777777778,1.75,3.25,1.5,2.25,1.25,2.33333333333333,2.25,1.75,1,2.25,3.75,3.75,2
"7372",245268068,0,1,0,-1.15750007772457,0.115933925099263,-0.143742027347242,0.180214679108811,0.105069144058838,0.00938328374616502,0.0195283973148153,0.057262845389879,0.0486520924781456,0.0770531466804187,0.135627171835627,70.1111111111111,3.75,3.75,3.5,1.75,2,3.66666666666667,1,3.5,1,1,2.5,1,1.8
"7373",245201550,0,1,0,-6.68021664997441,-0.0292547813286601,-0.1485486438502,-0.0295278093050692,0.105069144058838,-0.0782702222235596,0.0195283973148153,0.0697295574471017,0.0486520924781456,0.0733464753010898,-0.0576981988450397,42.3333333333333,1.75,2.75,4,1,1.75,2.8,1.75,3.25,1,1.75,4,1.75,2.6
"7374",245111662,0,0,1,-1.82363155488248,0.0598352591511676,-0.0317977188044307,0.180214679108811,-0.117968845539627,-0.0274278672873789,0.119082310470903,0.0697295574471017,0.0486520924781456,0.0733464753010898,0.135627171835627,92.2222222222222,2,4,2.75,2.75,3.75,3.33333333333333,1,3.25,1,1,3.75,1.25,1.4
"7375",245035151,0,0,1,0.110470333395263,0.126402175749931,-0.262029781875302,-0.134892008742598,-0.117968845539627,-0.0274278672873789,-0.0419923234371015,0.0697295574471017,0.00347663852804739,0.0733464753010898,-0.21570445232357,50.8888888888889,3.25,4,3.25,2.75,3.25,3.5,1,3.25,1,1.25,2.5,1.25,2.2
"7376",244935980,0,1,1,-3.37921685169928,0.139262294486788,-0.338774370801121,-0.00732295582083226,0.105069144058838,-0.0274278672873789,-0.0419923234371015,-0.188681162334108,0.0486520924781456,0.0733464753010898,0.1613607670349,106.111111111111,1.5,3.5,2.75,1.5,1.75,2,1.5,2.25,1.5,1.75,2,3,1.8
"7377",244959591,0,0,1,-1.82363155488248,0.112954473952084,0.125814021895194,-0.134892008742598,0.193980055278995,0.00739140818196312,0.119082310470903,0.057262845389879,-0.0997197298364098,0.0733464753010898,0.273474905103578,35.3333333333333,1.25,3.75,3,3.75,1,2.83333333333333,1.5,3.75,1,1.5,3.5,2.25,1.6
"7378",233037659,0,1,1,-1.04583890647407,0.0720188216549571,0.088268947151857,-0.00732295582083226,0.019915664942267,0.0305488045356784,-0.0419923234371015,-0.0934144306735347,0.00347663852804739,-0.163970353214532,-0.415309118927338,145.111111111111,2.75,3.5,3.75,1,2.75,3,1,1.5,1,1.25,3.5,1.75,1.6
"7379",245241442,0,0,0,-1.39239057752515,0.0146051833805609,0.190540246803742,0.180214679108811,0.105069144058838,0.0196180801388833,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0153154829883771,0.1613607670349,41.4444444444444,3,3.75,3.25,1,3.75,3.16666666666667,1,2,1,1.5,2,1.5,1.6
"7380",244978443,1,1,1,7.56101542139492,0.174443733339819,-0.0317977188044307,-0.0295278093050692,0.193980055278995,0.00938328374616502,0.119082310470903,0.0697295574471017,0.0486520924781456,-0.0730077558028678,-0.0576981988450397,80.3333333333333,4,4,3.5,1.5,2.5,3.5,1.5,1.5,1.5,1,2.75,1,1
"7381",245181575,1,0,1,8.56081700246639,-0.192192074156721,0.190540246803742,0.180214679108811,0.193980055278995,0.00739140818196312,0.0195283973148153,-0.188681162334108,0.00289449124236004,0.0153154829883771,-0.0576981988450397,33.1111111111111,3.25,3.5,3,2.5,1.5,2.5,1,3.25,1.25,1.75,1.75,2.5,2
"7382",245129765,1,1,1,6.54833227318594,0.00896040167425777,0.125814021895194,-0.395892795585364,0.105069144058838,0.00938328374616502,0.119082310470903,0.0697295574471017,0.0486520924781456,0.0733464753010898,-0.175268761698318,40.8888888888889,1.75,2.5,1.75,3.25,1.75,3.16666666666667,1,3.25,1,1.75,2.5,1.75,1.6
"7383",240134816,1,0,0,8.21426533141532,0.110748897241392,0.088268947151857,-0.00732295582083226,0.224366218008776,0.0277138569392193,0.119082310470903,0.0697295574471017,0.0486520924781456,-0.0730077558028678,0.1613607670349,56,3,3.75,3.25,2,3.25,3.33333333333333,1.25,2.5,1.25,1,1.5,1.25,1.6
"7384",245220308,1,1,0,2.25519398457667,-0.102674930037562,-0.411723260291882,0.180214679108811,0.105069144058838,0.00739140818196312,0.0195283973148153,0.0308841431621186,0.0486520924781456,-0.0730077558028678,0.1613607670349,70.1111111111111,1.75,3.5,2.25,1.75,3.25,3.16666666666667,1.25,1.5,1,1.25,3.25,1.75,1.8
"7385",234454603,1,1,0,8.21426533141532,0.156843492391594,0.125814021895194,-0.0295278093050692,0.019915664942267,0.00938328374616502,-0.131017483284654,0.0697295574471017,0.00347663852804739,0.0770531466804187,-0.0576981988450397,123.777777777778,3.25,4,4,1,2.5,4,1,2.5,1,1,1,1,1.6
"7386",245152123,1,1,0,4.26767871385712,0.005589787102342,-0.1485486438502,0.180214679108811,-0.155680195179028,0.00938328374616502,0.119082310470903,0.0697295574471017,0.00347663852804739,0.0153154829883771,-0.175268761698318,46.4444444444444,1,3.5,4,1,1.75,2.5,1,3.25,1,1.25,3.25,1.25,2.6
"7388",245000947,0,0,1,-7.34634812713232,0.0796950440345348,-0.0317977188044307,0.180214679108811,-0.117968845539627,-0.0274278672873789,-0.131017483284654,0.0697295574471017,-0.0997197298364098,0.0733464753010898,0.135627171835627,159.888888888889,1,4,3.25,4,1,3.33333333333333,1,4,1,1,4,1,2
"7389",244982848,0,0,0,-2.17018322593355,-0.151891976045992,-0.143742027347242,-0.395892795585364,0.193980055278995,-0.0782702222235596,-0.152292850959183,0.0308841431621186,-0.0997197298364098,0.0733464753010898,-0.0576981988450397,48.5555555555556,1.75,3.5,1.75,3.5,3.25,3.66666666666667,2.5,3.5,1.5,1.5,2.25,1.75,2
"7390",245171042,1,1,1,2.76591640516295,0.039258448447859,0.190540246803742,0.180214679108811,0.019915664942267,0.0794715033920372,-0.0419923234371015,0.0697295574471017,0.0486520924781456,0.0770531466804187,0.1613607670349,43.3333333333333,2.75,3.25,4,1.75,4,3.66666666666667,1,3.25,1,1.25,2.75,1,1.6
"7391",245032333,0,0,0,-3.94777745541343,-0.0782669287228773,0.088268947151857,-0.0295278093050692,0.019915664942267,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.0558125618011219,0.0770531466804187,0.135627171835627,75.5555555555556,3,3.25,2.25,3,1.66666666666667,3.16666666666667,1.25,2.25,1,2.33333333333333,2,1.25,1.4
"7392",245102852,0,0,1,-1.82363155488248,0.0258240291429836,-0.262029781875302,0.180214679108811,0.105069144058838,0.0277138569392193,0.0195283973148153,0.0308841431621186,-0.0997197298364098,0.0153154829883771,-0.0576981988450397,32.4444444444444,1,3,1.5,3.25,1.75,2.33333333333333,3,2.75,1.75,2.25,4,3.75,1.2
"7393",245135545,0,1,0,-10.6268032675326,0.00340307240648776,-0.143742027347242,-0.0295278093050692,0.019915664942267,0.00739140818196312,0.0195283973148153,-0.104544200337258,0.00289449124236004,0.0770531466804187,-0.175268761698318,42.8888888888889,2,3.25,4,1,1,3.33333333333333,1,4,1,1,3.25,3.25,2.2
"7394",245165747,0,1,1,-1.82363155488248,0.173233521956148,-0.262029781875302,-0.0295278093050692,0.019915664942267,0.0277138569392193,0.0195283973148153,-0.188681162334108,0.0421189851117737,-0.0730077558028678,-0.143782005780726,91.2222222222222,4,3.25,4,3.25,4,3.83333333333333,1,1,1,1,1.75,1,2.2
"7395",244936919,0,0,1,-0.823829973811001,0.0798562649695849,0.125814021895194,-0.123004962836159,0.193980055278995,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.00289449124236004,0.0733464753010898,0.135627171835627,71.4444444444444,4,3,3.25,2.25,3.25,3.5,1.25,1,1,1,1.5,3.25,1
"7396",245139175,0,0,1,-1.04583890647407,-0.0951396337165065,-0.0317977188044307,0.180214679108811,-0.308766036924631,0.00938328374616502,0.0195283973148153,0.057262845389879,-0.0997197298364098,-0.0730077558028678,0.135627171835627,89.4444444444444,2,3,3.75,2.75,3,3.33333333333333,1.25,3,1,1,2.75,1,1.6
"7397",245179177,0,0,0,-0.178243154527942,0.0381492400509257,0.088268947151857,-0.134892008742598,0.105069144058838,0.00938328374616502,0.119082310470903,0.057262845389879,0.0486520924781456,-0.0730077558028678,-0.0576981988450397,57.1111111111111,3,3.5,3.5,2.25,3.25,3.66666666666667,1,3.25,1,1,1,1.5,1.2
"7398",245134670,1,0,1,3.6722669869646,-0.0415822222989579,-0.143742027347242,-0.135979512919568,0.193980055278995,0.00938328374616502,-0.0419923234371015,-0.104544200337258,0.0486520924781456,0.0733464753010898,-0.0576981988450397,60,3.5,3.5,4,2.75,1.5,3.5,1,3.25,1,1,2.75,1.75,1.6
"7399",245178922,0,1,1,-2.82343313595395,0.0249805296979705,0.125814021895194,-0.0295278093050692,-0.296359181077929,-0.0274278672873789,-0.0419923234371015,0.0308841431621186,0.00347663852804739,0.0153154829883771,-0.0576981988450397,111.777777777778,3.5,2.5,4,1,3.5,4,1.75,1,1,1,1.25,2.25,1.8
"7400",231791401,0,1,1,-0.103875508530471,0.00136402996788946,-0.432689695382241,-0.144094909187762,0.105069144058838,0.0277138569392193,0.119082310470903,0.0496020199988172,0.00347663852804739,-0.0730077558028678,0.273474905103578,37.4444444444444,2.25,2.5,2.5,2.25,1.75,2.66666666666667,1,3.25,1,1.5,1.5,1.25,2
"7401",245216965,0,1,0,-4.96046060362241,-0.199318797750797,-0.0317977188044307,0.180214679108811,0.105069144058838,0.00938328374616502,0.119082310470903,0.0697295574471017,0.0486520924781456,0.0733464753010898,-0.0576981988450397,36.7777777777778,2,2.25,4,1.25,1.25,2.66666666666667,2.25,4,1.25,1.5,2.25,3.75,3
"7402",245169889,0,0,1,-1.82363155488248,-0.216811678549466,0.190540246803742,-0.134892008742598,0.019915664942267,0.00938328374616502,0.119082310470903,0.0697295574471017,-0.0997197298364098,0.0153154829883771,0.1613607670349,44.4444444444444,2.5,2.5,2.75,2,2.25,3,1.75,3,1.75,1.25,2.25,1.75,2
"7403",245081190,1,0,1,8.56081700246639,-0.0867049864229901,0.125814021895194,0.180214679108811,0.193980055278995,0.00938328374616502,0.0195283973148153,-0.111415965035121,0.0486520924781456,-0.0730077558028678,0.1613607670349,36.8888888888889,2.5,3.5,3.75,1,3,2.66666666666667,1.25,3,1,1.25,2.5,1.75,1.8
"7404",240950282,1,0,0,4.48202455578286,0.0624360597784467,-0.1485486438502,-0.0295278093050692,0.105069144058838,0.00739140818196312,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0770531466804187,0.135627171835627,43.8888888888889,2,4,2,2.25,1.25,3,1.5,2.75,1,1,1.75,2.75,1.8
"7405",245025720,0,1,1,-0.881668156938872,0.0946223843558615,0.125814021895194,-0.0295278093050692,0.224366218008776,0.0277138569392193,0.119082310470903,0.0697295574471017,-0.134446091900138,-0.64123649712036,-0.24181862123262,74.8888888888889,2.5,4,4,1.5,1.75,3.33333333333333,1.75,1.75,1,1,2.5,1,1
"7406",245112838,1,0,1,2.60174565562774,0.16099709895555,0.190540246803742,0.180214679108811,0.019915664942267,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.00289449124236004,0.0153154829883771,0.135627171835627,38.1111111111111,4,4,4,1,4,2.83333333333333,1,1.75,1,1,1,1,1.6
"7407",120146511,1,0,1,8.56081700246639,0.139142913072167,-0.0317977188044307,-0.144094909187762,0.019915664942267,0.00739140818196312,0.0195283973148153,0.0697295574471017,0.0558125618011219,0.0733464753010898,0.273474905103578,89.4444444444444,1.25,4,2.5,4,2.75,3,2.25,4,1.75,1,3.25,1,1.8
"7408",245030921,0,0,1,-1.82363155488248,0.0181760205261027,0.088268947151857,0.180214679108811,-0.117968845539627,0.0277138569392193,0.119082310470903,-0.0934144306735347,0.00347663852804739,-0.0730077558028678,-0.175268761698318,19.2222222222222,4,4,4,1,4,4,1.75,1.75,1,1,1.75,1,1.6
"7409",245220959,0,1,0,-2.94797587434195,-0.0379188354967588,0.125814021895194,-0.0295278093050692,0.105069144058838,0.00938328374616502,-0.0419923234371015,0.057262845389879,0.00347663852804739,0.0733464753010898,-0.0576981988450397,59.5555555555556,2.75,2.75,2.25,2.25,3,2.83333333333333,1.5,3,1,1.5,2,2.5,1.8
"7410",245043275,1,0,1,6.54833227318594,-0.010375918847275,-0.0317977188044307,-0.123004962836159,-0.117968845539627,0.00739140818196312,0.0195283973148153,0.0697295574471017,0.00347663852804739,-0.0730077558028678,-0.0576981988450397,50.1111111111111,3.66666666666667,4,4,1.66666666666667,4,3,1,4,1,1,1.25,3,2
"7411",245003144,1,0,1,6.54833227318594,0.0364948090858123,0.088268947151857,0.180214679108811,0.019915664942267,0.00739140818196312,0.0195283973148153,0.0697295574471017,-0.0997197298364098,0.0770531466804187,0.1613607670349,73.3333333333333,3.25,4,2.75,1.5,2.5,3.5,1.5,3,1,1,3,1.5,1.2
"7412",245113517,1,0,1,4.6142303849082,-0.0735459058180377,0.125814021895194,0.180214679108811,-0.159758599813203,0.00739140818196312,0.119082310470903,0.0697295574471017,0.00347663852804739,-0.0730077558028678,-0.0576981988450397,72.8888888888889,1.25,4,3,1.25,1.75,2.83333333333333,1,3,1,1,3.75,1,1
"7413",245202060,0,0,1,-8.26776686720108,-0.214971829552123,-0.411723260291882,-0.0295278093050692,-0.177824934254533,-0.0274278672873789,0.0195283973148153,0.0308841431621186,0.00289449124236004,-0.0730077558028678,-0.0576981988450397,67.8888888888889,2,3,1.75,3.75,3,3.33333333333333,1.75,3.5,1.5,1.5,3,2.5,2.2
"7414",245164710,0,1,1,0.110470333395263,0.110153767989502,-0.432689695382241,0.180214679108811,-0.159758599813203,0.0277138569392193,-0.131017483284654,0.0308841431621186,0.0558125618011219,0.0733464753010898,-0.175268761698318,38.7777777777778,2.5,3.25,3.25,1,3.25,2.5,1.75,1.75,1,1,4,1.75,1.6
"7415",245155165,0,1,1,-1.04583890647407,-0.0687717616201325,0.088268947151857,-0.134892008742598,0.019915664942267,0.00938328374616502,0.0195283973148153,-0.188681162334108,0.0486520924781456,0.0770531466804187,0.273474905103578,113.888888888889,2,2.75,2.75,1.5,2.5,2.66666666666667,1.25,2.5,1,1.5,3.25,2.25,2.2
"7416",245118803,0,0,1,-1.82363155488248,0.164540789804195,-0.262029781875302,0.180214679108811,0.019915664942267,0.00739140818196312,-0.131017483284654,0.0308841431621186,-0.0997197298364098,0.0153154829883771,0.1613607670349,64.6666666666667,4,3,4,1,2.5,2.66666666666667,2,2,1,1,1,2,2.4
"7417",245222103,1,0,0,4.20984053072925,0.0378893624525785,-0.0317977188044307,0.180214679108811,0.019915664942267,0.0277138569392193,0.119082310470903,0.0308841431621186,0.0486520924781456,0.0153154829883771,0.135627171835627,54.8888888888889,1.75,2.75,3.75,1.75,2.5,3.5,1,2.25,1,1,2.5,1.75,1.2
"7418",230568764,0,1,1,-1.04583890647407,0.124479793033745,0.125814021895194,-0.0295278093050692,0.193980055278995,0.00938328374616502,-0.435788590387376,0.057262845389879,0.00347663852804739,-0.0730077558028678,-0.175268761698318,98.8888888888889,2.25,4,3.75,1,1.25,3.5,1,2.5,1.25,1,1.75,1.75,2.4
"7419",245159805,0,1,1,0.110470333395263,-0.0941602974905148,0.125814021895194,0.180214679108811,0.193980055278995,0.00739140818196312,0.0195283973148153,-0.188681162334108,0.00347663852804739,0.0733464753010898,-0.21570445232357,54.4444444444444,3.25,4,4,1,4,3.83333333333333,1,2.25,1,1,1.5,1,1
"7420",230741092,1,0,0,2.32591373484204,0.00133030338452162,0.125814021895194,0.180214679108811,-0.117968845539627,-0.106599064831381,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0733464753010898,0.1613607670349,45.2222222222222,3.5,3.25,3,1.75,3.25,3.16666666666667,1,3.25,1,1.25,1.75,1.25,1.2
"7421",245248786,0,0,0,-1.39239057752515,-0.122986269797383,0.125814021895194,0.180214679108811,-0.155680195179028,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0770531466804187,-0.0576981988450397,43.8888888888889,1.5,3.75,3.5,3,1.5,2.66666666666667,1.5,3,1.25,1.5,3.25,2.5,2
"7422",245048178,0,0,1,-6.326001888186,-0.0827465757562252,-0.0317977188044307,-0.135979512919568,-0.296359181077929,0.0277138569392193,0.0195283973148153,-0.104544200337258,0.00347663852804739,-0.0730077558028678,-0.175268761698318,36.1111111111111,2.5,4,4,1,1.75,3.33333333333333,1.75,1.75,1,1,2.5,1,1
"7423",245061810,0,1,1,-1.82363155488248,0.119374100770547,0.088268947151857,0.180214679108811,0.105069144058838,0.0196180801388833,0.0195283973148153,-0.188681162334108,0.00347663852804739,-0.00324446033255262,-0.0576981988450397,72.3333333333333,4,3.25,4,1,1.75,3.16666666666667,1,2.25,1,1,1,1,1.6
"7424",245206430,1,1,0,2.32591373484204,0.0815448446641053,0.088268947151857,0.180214679108811,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0697295574471017,-0.0997197298364098,0.0733464753010898,0.1613607670349,57.3333333333333,1,2,2.25,4,1.75,3.83333333333333,1,1,1,1.5,4,1,1.4
"7425",235723229,1,0,0,4.26767871385712,0.114135780353579,-0.1485486438502,0.180214679108811,0.019915664942267,0.00938328374616502,-0.152292850959183,-0.188681162334108,0.00289449124236004,0.0153154829883771,-0.175268761698318,50.2222222222222,4,3.25,4,1,1,3.5,1,4,1,1,1.75,1.75,1
"7426",242118889,0,1,0,-2.22035831832408,-0.0511261497603034,0.190540246803742,-0.134892008742598,0.019915664942267,0.00739140818196312,0.119082310470903,0.0308841431621186,0.00347663852804739,0.0733464753010898,0.1613607670349,54.7777777777778,2,3.25,3.5,2.75,1,3.5,1,3.5,1,1.25,1,1.25,1.6
"7427",245103282,0,1,0,-2.17018322593355,-0.00754995849684642,0.088268947151857,-0.144094909187762,0.019915664942267,0.00938328374616502,-0.152292850959183,0.057262845389879,0.0486520924781456,-0.0730077558028678,-0.0576981988450397,46,3,3,3,1.75,3,3,1.75,2,1.5,1.75,2,1.25,2
"7428",245220691,0,0,0,-2.17018322593355,-0.141762912572468,0.125814021895194,-0.135979512919568,0.105069144058838,0.00739140818196312,-0.0419923234371015,-0.188681162334108,0.00347663852804739,0.0770531466804187,-0.175268761698318,205.555555555556,2,3.5,3,3.5,1,2.33333333333333,1.75,2.5,1.5,1.5,2.75,2.75,1.8
"7429",245044360,0,1,1,0.110470333395263,-0.0103554599585667,-0.0317977188044307,0.180214679108811,0.019915664942267,0.00739140818196312,0.0195283973148153,0.0697295574471017,0.00347663852804739,-0.0730077558028678,0.1613607670349,23.7777777777778,2,3.75,3.5,1,1.25,3.83333333333333,1.75,2,2.25,1.25,3,2,1.2
"7430",245145419,1,0,1,6.54833227318594,0.140164760102179,0.088268947151857,0.180214679108811,0.105069144058838,0.00938328374616502,0.0195283973148153,0.0697295574471017,0.00347663852804739,0.0153154829883771,0.273474905103578,147.777777777778,4,4,4,1,4,3.83333333333333,1,1,1,1,1,1,1.2
"7431",245257793,1,1,0,4.48202455578286,-0.0280132096062862,0.190540246803742,0.180214679108811,0.019915664942267,0.00938328374616502,0.119082310470903,0.0697295574471017,0.0421189851117737,0.0733464753010898,-0.0576981988450397,115.666666666667,2.5,3.5,3,3,2.75,2.66666666666667,1.5,2.5,1,1.5,2.25,2,1.4
"7432",245229567,0,0,0,-6.11676984349175,-0.174451673000546,-0.338774370801121,0.180214679108811,-0.308766036924631,0.00938328374616502,0.0195283973148153,0.0308841431621186,0.00347663852804739,0.0770531466804187,0.135627171835627,79.2222222222222,1.75,3.25,2,3.25,2,2.33333333333333,2,2.5,1.5,3.25,3.25,2.25,2
"7433",243708657,0,1,0,-1.22821982798995,0.130742072237516,-0.143742027347242,-0.135979512919568,0.105069144058838,-0.0274278672873789,0.119082310470903,0.0697295574471017,-0.0997197298364098,-0.0730077558028678,0.0821532023064181,54.5555555555556,3.75,3.5,2.75,2.25,2.75,2.66666666666667,1.75,2.75,1.5,1.25,1.5,1,2.2
"7434",245179960,0,0,0,-4.16212329733916,-0.0812800726057904,0.190540246803742,-0.0295278093050692,0.105069144058838,0.0277138569392193,0.0195283973148153,-0.104544200337258,0.00289449124236004,0.0153154829883771,0.1613607670349,182.444444444444,2,3.25,3.25,4,1.75,3.5,1,1.25,1,1,3,1,1.4
"7435",245165361,1,0,1,4.6142303849082,0.162592664064675,0.088268947151857,-0.00732295582083226,0.019915664942267,0.0277138569392193,0.0195283973148153,0.0308841431621186,0.0486520924781456,0.0733464753010898,0.1613607670349,40.2222222222222,4,4,4,1.25,3.75,3.33333333333333,1.5,2.5,1.25,1,1.75,2,2.2
"7436",245037043,1,0,1,4.6142303849082,0.101057754111607,-0.0317977188044307,-0.0295278093050692,0.019915664942267,0.0277138569392193,0.0195283973148153,0.0697295574471017,0.00347663852804739,-0.0730077558028678,-0.175268761698318,52.6666666666667,1.25,4,4,1,1.75,3.5,1.25,4,1,1.5,1.75,1,1.6
